VP,VB,Geschlecht,Produkt,Frage,Antwort_1,Antwort_2,Antwort_3,Antwort_4,Antwort_5,Antwort_6,Antwort_7,Antwort_8,Antwort_9,Antwort_10
34,Ökonomisch,m,P7,B2_Kaufen,+ Funktionalität,+ Sensorik,+ Ökonomie,+ Funktionalität,,,,,,
34,Ökonomisch,m,A3,B2_Kaufen,+ Sensorik,+ Sensorik,+ Sensorik,+ Sensorik,,,,,,
34,Ökonomisch,m,P3,B2_Kaufen,- Sensorik,- Funktionalität,,,,,,,,
34,Ökonomisch,m,A2,B2_Kaufen,- Alternativen,,,,,,,,,
34,Ökonomisch,m,P2,B2_Kaufen,+ Funktionalität,+ Alternativen,,,,,,,,
34,Ökonomisch,m,A6,B2_Kaufen,- Kein Bedarf,- Funktionalität,,,,,,,,
34,Ökonomisch,m,P6,B2_Kaufen,- Kein Bedarf,,,,,,,,,
34,Ökonomisch,m,A5,B2_Kaufen,- Funktionalität,,,,,,,,,
34,Ökonomisch,m,P5,B2_Kaufen,+ Funktionalität,+ Sensorik,+ Ökonomie,+ Funktionalität,+ Funktionalität,+ Sensorik,,,,
34,Ökonomisch,m,A4,B2_Kaufen,+ Sensorik,+ Ökonomie,,,,,,,,
34,Ökonomisch,m,P4,B2_Kaufen,+ Funktionalität,,,,,,,,,
35,Ökologisch,m,P4,B2_Kaufen,- Alternativen,- Ökonomie,- Alternativen,,,,,,,
35,Ökologisch,m,A4,B2_Kaufen,- Alternativen,- Kein Bedarf,,,,,,,,
35,Ökologisch,m,P5,B2_Kaufen,+ Funktionalität,+ Alternativen,+ Funktionalität,- Funktionalität,,,,,,
35,Ökologisch,m,A5,B2_Kaufen,? Unsicherheit,+ Funktionalität,,,,,,,,
35,Ökologisch,m,P1,B2_Kaufen,+ Funktionalität,+ Alternativen,,,,,,,,
35,Ökologisch,m,A1,B2_Kaufen,- Alternativen,- Ökonomie,- Kein Bedarf,- Alternativen,,,,,,
35,Ökologisch,m,P3,B2_Kaufen,- Alternativen,- Ökonomie,,,,,,,,
35,Ökologisch,m,A3,B2_Kaufen,- Alternativen,- Ökonomie,,,,,,,,
35,Ökologisch,m,P7,B2_Kaufen,+ Funktionalität,+ Ökonomie,,,,,,,,
35,Ökologisch,m,A7,B2_Kaufen,- Funktionalität,+ Interesse,- Ökonomie,,,,,,,
35,Ökologisch,m,P6,B2_Kaufen,- Umwelt & Gesundheit,- Kein Bedarf,,,,,,,,
35,Ökologisch,m,A6,B2_Kaufen,- Kein Bedarf,- Alternativen,,,,,,,,
35,Ökologisch,m,P2,B2_Kaufen,- Kein Bedarf,- Alternativen,,,,,,,,
35,Ökologisch,m,A2,B2_Kaufen,- Kein Bedarf,,,,,,,,,
36,Ökonomisch,m,A7,B2_Kaufen,- Funktionalität,,,,,,,,,
36,Ökonomisch,m,P7,B2_Kaufen,+ Umwelt & Gesundheit,+ Sensorik,+ Umwelt & Gesundheit,+ Funktionalität,,,,,,
36,Ökonomisch,m,A3,B2_Kaufen,- Alternativen,- Funktionalität,- Funktionalität,,,,,,,
36,Ökonomisch,m,P3,B2_Kaufen,- Alternativen,- Funktionalität,- Funktionalität,,,,,,,
36,Ökonomisch,m,A1,B2_Kaufen,- Ökonomie,- Funktionalität,- Funktionalität,- Funktionalität,,,,,,
36,Ökonomisch,m,P1,B2_Kaufen,+ Funktionalität,+ Funktionalität,+ Ökonomie,+ Funktionalität,,,,,,
36,Ökonomisch,m,A6,B2_Kaufen,- Funktionalität,- Funktionalität,- Sensorik,,,,,,,
36,Ökonomisch,m,P6,B2_Kaufen,+ Ökonomie,+ Funktionalität,+ Funktionalität,+ Funktionalität,,,,,,
36,Ökonomisch,m,A2,B2_Kaufen,- Funktionalität,- Funktionalität,- Ökonomie,,,,,,,
36,Ökonomisch,m,P2,B2_Kaufen,+ Funktionalität,+ Ökonomie,+ Funktionalität,+ Ökonomie,,,,,,
36,Ökonomisch,m,A5,B2_Kaufen,- Funktionalität,- Funktionalität,- Sensorik,,,,,,,
36,Ökonomisch,m,P5,B2_Kaufen,+ Funktionalität,+ Sensorik,+ Funktionalität,+ Sensorik,,,,,,
36,Ökonomisch,m,A4,B2_Kaufen,- Funktionalität,- Funktionalität,- Funktionalität,,,,,,,
36,Ökonomisch,m,P4,B2_Kaufen,- Alternativen,+ Funktionalität,+ Funktionalität,+ Sensorik,,,,,,
37,Ökonomisch,m,P4,B2_Kaufen,- Alternativen,+ Funktionalität,,,,,,,,
37,Ökonomisch,m,A4,B2_Kaufen,+ Interesse,- Ökonomie,,,,,,,,
37,Ökonomisch,m,P6,B2_Kaufen,+ Funktionalität,+ Ökonomie,,,,,,,,
37,Ökonomisch,m,A6,B2_Kaufen,- Kein Bedarf,- Ökonomie,,,,,,,,
37,Ökonomisch,m,P3,B2_Kaufen,- Alternativen,,,,,,,,,
37,Ökonomisch,m,A3,B2_Kaufen,- Alternativen,,,,,,,,,
37,Ökonomisch,m,P5,B2_Kaufen,+ Funktionalität,+ Sensorik,+ Funktionalität,+ Ökonomie,,,,,,
37,Ökonomisch,m,A5,B2_Kaufen,+ Interesse,- Alternativen,? Unsicherheit,,,,,,,
37,Ökonomisch,m,P2,B2_Kaufen,+ Alternativen,- Umwelt & Gesundheit,- Funktionalität,,,,,,,
37,Ökonomisch,m,A2,B2_Kaufen,- Kein Bedarf,- Alternativen,,,,,,,,
37,Ökonomisch,m,P1,B2_Kaufen,+ Funktionalität,- Kein Bedarf,,,,,,,,
37,Ökonomisch,m,A1,B2_Kaufen,- Kein Bedarf,,,,,,,,,
37,Ökonomisch,m,P7,B2_Kaufen,+ Funktionalität,,,,,,,,,
37,Ökonomisch,m,A7,B2_Kaufen,- Alternativen,- Ökonomie,,,,,,,,
38,Ökonomisch,m,A5,B2_Kaufen,+ Umwelt & Gesundheit,+ Umwelt & Gesundheit,+ Funktionalität,+ Umwelt & Gesundheit,,,,,,
38,Ökonomisch,m,P5,B2_Kaufen,+ Funktionalität,,,,,,,,,
38,Ökonomisch,m,A7,B2_Kaufen,+ Sensorik,+ Umwelt & Gesundheit,+ Ökonomie,,,,,,,
38,Ökonomisch,m,P7,B2_Kaufen,- Alternativen,,,,,,,,,
38,Ökonomisch,m,A1,B2_Kaufen,- Kein Bedarf,,,,,,,,,
38,Ökonomisch,m,P1,B2_Kaufen,- Kein Bedarf,,,,,,,,,
38,Ökonomisch,m,A4,B2_Kaufen,+ Ökonomie,+ Sensorik,+ Sensorik,+ Umwelt & Gesundheit,+ Sensorik,+ Umwelt & Gesundheit,+ Ökonomie,+ Funktionalität,,
38,Ökonomisch,m,P4,B2_Kaufen,- Alternativen,- Sensorik,,,,,,,,
38,Ökonomisch,m,A3,B2_Kaufen,+ Ökonomie,+ Ökonomie,+ Umwelt & Gesundheit,+ Sensorik,,,,,,
38,Ökonomisch,m,P3,B2_Kaufen,- Umwelt & Gesundheit,- Sensorik,- Alternativen,- Umwelt & Gesundheit,- Umwelt & Gesundheit,,,,,
38,Ökonomisch,m,A2,B2_Kaufen,- Kein Bedarf,- Alternativen,+ Ökonomie,,,,,,,
38,Ökonomisch,m,P2,B2_Kaufen,- Kein Bedarf,- Kein Bedarf,- Umwelt & Gesundheit,- Umwelt & Gesundheit,- Sensorik,,,,,
38,Ökonomisch,m,A6,B2_Kaufen,- Kein Bedarf,,,,,,,,,
38,Ökonomisch,m,P6,B2_Kaufen,- Kein Bedarf,,,,,,,,,
39,Ökonomisch,m,P4,B2_Kaufen,+ Sensorik,+ Ökonomie,,,,,,,,
39,Ökonomisch,m,A4,B2_Kaufen,- Alternativen,- Funktionalität,,,,,,,,
39,Ökonomisch,m,P2,B2_Kaufen,+ Funktionalität,+ Ökonomie,,,,,,,,
39,Ökonomisch,m,A2,B2_Kaufen,+ Funktionalität,+ Umwelt & Gesundheit,,,,,,,,
39,Ökonomisch,m,P5,B2_Kaufen,+ Funktionalität,,,,,,,,,
39,Ökonomisch,m,A5,B2_Kaufen,+ Umwelt & Gesundheit,+ Interesse,,,,,,,,
39,Ökonomisch,m,P1,B2_Kaufen,- Kein Bedarf,,,,,,,,,
39,Ökonomisch,m,A1,B2_Kaufen,- Kein Bedarf,- Alternativen,,,,,,,,
39,Ökonomisch,m,P7,B2_Kaufen,+ Funktionalität,+ Funktionalität,,,,,,,,
39,Ökonomisch,m,A7,B2_Kaufen,+ Funktionalität,,,,,,,,,
39,Ökonomisch,m,P6,B2_Kaufen,- Kein Bedarf,,,,,,,,,
39,Ökonomisch,m,A6,B2_Kaufen,- Kein Bedarf,,,,,,,,,
39,Ökonomisch,m,P3,B2_Kaufen,+ Funktionalität,+ Funktionalität,,,,,,,,
39,Ökonomisch,m,A3,B2_Kaufen,- Funktionalität,- Umwelt & Gesundheit,,,,,,,,
40,Ökologisch,m,A6,B2_Kaufen,+ Umwelt & Gesundheit,,,,,,,,,
40,Ökologisch,m,P6,B2_Kaufen,- Umwelt & Gesundheit,,,,,,,,,
40,Ökologisch,m,A1,B2_Kaufen,+ Funktionalität,+ Umwelt & Gesundheit,,,,,,,,
40,Ökologisch,m,P1,B2_Kaufen,- Umwelt & Gesundheit,- Umwelt & Gesundheit,- Umwelt & Gesundheit,,,,,,,
40,Ökologisch,m,A5,B2_Kaufen,+ Interesse,? Unsicherheit,,,,,,,,
40,Ökologisch,m,P5,B2_Kaufen,+ Funktionalität,+ Funktionalität,,,,,,,,
40,Ökologisch,m,A7,B2_Kaufen,- Umwelt & Gesundheit,,,,,,,,,
40,Ökologisch,m,P7,B2_Kaufen,+ Funktionalität,,,,,,,,,
40,Ökologisch,m,A3,B2_Kaufen,+ Ökonomie,+ Sensorik,,,,,,,,
40,Ökologisch,m,P3,B2_Kaufen,- Kein Bedarf,- Alternativen,,,,,,,,
40,Ökologisch,m,A4,B2_Kaufen,+ Sensorik,+ Funktionalität,,,,,,,,
40,Ökologisch,m,P4,B2_Kaufen,+ Funktionalität,+ Funktionalität,,,,,,,,
40,Ökologisch,m,A2,B2_Kaufen,+ Funktionalität,+ Ökonomie,- Alternativen,,,,,,,
40,Ökologisch,m,P2,B2_Kaufen,- Umwelt & Gesundheit,- Kein Bedarf,- Alternativen,,,,,,,
41,Ökonomisch,m,P5,B2_Kaufen,+ Funktionalität,,,,,,,,,
41,Ökonomisch,m,A5,B2_Kaufen,- Funktionalität,,,,,,,,,
41,Ökonomisch,m,P6,B2_Kaufen,- Kein Bedarf,,,,,,,,,
41,Ökonomisch,m,A6,B2_Kaufen,- Kein Bedarf,,,,,,,,,
41,Ökonomisch,m,P2,B2_Kaufen,+ Sensorik,+ Ökonomie,+ Ökonomie,,,,,,,
41,Ökonomisch,m,A2,B2_Kaufen,+ Umwelt & Gesundheit,,,,,,,,,
41,Ökonomisch,m,P4,B2_Kaufen,+ Funktionalität,,,,,,,,,
41,Ökonomisch,m,A4,B2_Kaufen,? Unsicherheit,- Funktionalität,- Sensorik,? Unsicherheit,,,,,,
41,Ökonomisch,m,P3,B2_Kaufen,- Umwelt & Gesundheit,- Umwelt & Gesundheit,,,,,,,,
41,Ökonomisch,m,A3,B2_Kaufen,+ Umwelt & Gesundheit,,,,,,,,,
41,Ökonomisch,m,P1,B2_Kaufen,- Kein Bedarf,,,,,,,,,
41,Ökonomisch,m,A1,B2_Kaufen,- Kein Bedarf,,,,,,,,,
41,Ökonomisch,m,P7,B2_Kaufen,+ Alternativen,,,,,,,,,
41,Ökonomisch,m,A7,B2_Kaufen,+ Interesse,,,,,,,,,
42,Ökonomisch,w,A5,B2_Kaufen,+ Umwelt & Gesundheit,+ Umwelt & Gesundheit,+ Umwelt & Gesundheit,,,,,,,
42,Ökonomisch,w,P5,B2_Kaufen,- Umwelt & Gesundheit,,,,,,,,,
42,Ökonomisch,w,A2,B2_Kaufen,+ Umwelt & Gesundheit,+ Sensorik,+ Umwelt & Gesundheit,,,,,,,
42,Ökonomisch,w,P2,B2_Kaufen,- Umwelt & Gesundheit,,,,,,,,,
42,Ökonomisch,w,A6,B2_Kaufen,- Kein Bedarf,,,,,,,,,
42,Ökonomisch,w,P6,B2_Kaufen,- Kein Bedarf,- Umwelt & Gesundheit,,,,,,,,
42,Ökonomisch,w,A1,B2_Kaufen,+ Funktionalität,+ Umwelt & Gesundheit,+ Funktionalität,+ Ökonomie,,,,,,
42,Ökonomisch,w,P1,B2_Kaufen,- Umwelt & Gesundheit,,,,,,,,,
42,Ökonomisch,w,A4,B2_Kaufen,+ Umwelt & Gesundheit,+ Ökonomie,,,,,,,,
42,Ökonomisch,w,P4,B2_Kaufen,- Umwelt & Gesundheit,- Umwelt & Gesundheit,,,,,,,,
42,Ökonomisch,w,A3,B2_Kaufen,+ Umwelt & Gesundheit,+ Sensorik,+ Ökonomie,,,,,,,
42,Ökonomisch,w,P3,B2_Kaufen,- Umwelt & Gesundheit,- Ökonomie,,,,,,,,
42,Ökonomisch,w,A7,B2_Kaufen,- Funktionalität,+ Umwelt & Gesundheit,,,,,,,,
42,Ökonomisch,w,P7,B2_Kaufen,- Alternativen,+ Funktionalität,,,,,,,,
43,Ökologisch,w,P7,B2_Kaufen,+ Funktionalität,,,,,,,,,
43,Ökologisch,w,A7,B2_Kaufen,- Umwelt & Gesundheit,- Ökonomie,,,,,,,,
43,Ökologisch,w,P4,B2_Kaufen,- Alternativen,- Umwelt & Gesundheit,,,,,,,,
43,Ökologisch,w,A4,B2_Kaufen,+ Interesse,? Unsicherheit,,,,,,,,
43,Ökologisch,w,P5,B2_Kaufen,+ Funktionalität,+ Funktionalität,,,,,,,,
43,Ökologisch,w,A5,B2_Kaufen,- Funktionalität,,,,,,,,,
43,Ökologisch,w,P6,B2_Kaufen,- Umwelt & Gesundheit,- Umwelt & Gesundheit,,,,,,,,
43,Ökologisch,w,A6,B2_Kaufen,- Kein Bedarf,,,,,,,,,
43,Ökologisch,w,P3,B2_Kaufen,- Kein Bedarf,,,,,,,,,
43,Ökologisch,w,A3,B2_Kaufen,- Kein Bedarf,,,,,,,,,
43,Ökologisch,w,P1,B2_Kaufen,+ Funktionalität,,,,,,,,,
43,Ökologisch,w,A1,B2_Kaufen,- Kein Bedarf,,,,,,,,,
43,Ökologisch,w,P2,B2_Kaufen,+ Ökonomie,+ Ökonomie,,,,,,,,
43,Ökologisch,w,A2,B2_Kaufen,+ Umwelt & Gesundheit,+ Ökonomie,+ Umwelt & Gesundheit,,,,,,,
44,Ökologisch,w,A1,B2_Kaufen,+ Umwelt & Gesundheit,+ Funktionalität,+ Funktionalität,,,,,,,
44,Ökologisch,w,P1,B2_Kaufen,+ Alternativen,,,,,,,,,
44,Ökologisch,w,A4,B2_Kaufen,- Ökonomie,+ Umwelt & Gesundheit,+ Ökonomie,+ Umwelt & Gesundheit,,,,,,
44,Ökologisch,w,P4,B2_Kaufen,+ Funktionalität,+ Ökonomie,,,,,,,,
44,Ökologisch,w,A6,B2_Kaufen,+ Ökonomie,+ Ökonomie,,,,,,,,
44,Ökologisch,w,P6,B2_Kaufen,- Kein Bedarf,? Unsicherheit,,,,,,,,
44,Ökologisch,w,A5,B2_Kaufen,+ Umwelt & Gesundheit,+ Funktionalität,,,,,,,,
44,Ökologisch,w,P5,B2_Kaufen,- Alternativen,- Funktionalität,- Umwelt & Gesundheit,,,,,,,
44,Ökologisch,w,A2,B2_Kaufen,+ Umwelt & Gesundheit,+ Funktionalität,+ Ökonomie,,,,,,,
44,Ökologisch,w,P2,B2_Kaufen,+ Ökonomie,+ Funktionalität,+ Ökonomie,,,,,,,
44,Ökologisch,w,A3,B2_Kaufen,+ Funktionalität,+ Umwelt & Gesundheit,+ Ökonomie,+ Funktionalität,,,,,,
44,Ökologisch,w,P3,B2_Kaufen,- Umwelt & Gesundheit,+ Umwelt & Gesundheit,,,,,,,,
44,Ökologisch,w,A7,B2_Kaufen,- Alternativen,,,,,,,,,
44,Ökologisch,w,P7,B2_Kaufen,- Alternativen,,,,,,,,,
45,Ökologisch,w,P7,B2_Kaufen,+ Sensorik,+ Funktionalität,+ Alternativen,,,,,,,
45,Ökologisch,w,A7,B2_Kaufen,- Sensorik,+ Umwelt & Gesundheit,+ Umwelt & Gesundheit,,,,,,,
45,Ökologisch,w,P3,B2_Kaufen,- Sensorik,,,,,,,,,
45,Ökologisch,w,A3,B2_Kaufen,+ Sensorik,+ Funktionalität,,,,,,,,
45,Ökologisch,w,P6,B2_Kaufen,- Umwelt & Gesundheit,,,,,,,,,
45,Ökologisch,w,A6,B2_Kaufen,+ Sensorik,,,,,,,,,
45,Ökologisch,w,P1,B2_Kaufen,+ Ökonomie,- Umwelt & Gesundheit,- Umwelt & Gesundheit,- Umwelt & Gesundheit,,,,,,
45,Ökologisch,w,A1,B2_Kaufen,+ Funktionalität,+ Funktionalität,+ Funktionalität,+ Umwelt & Gesundheit,,,,,,
45,Ökologisch,w,P5,B2_Kaufen,+ Funktionalität,+ Funktionalität,,,,,,,,
45,Ökologisch,w,A5,B2_Kaufen,+ Umwelt & Gesundheit,+ Umwelt & Gesundheit,,,,,,,,
45,Ökologisch,w,P2,B2_Kaufen,- Umwelt & Gesundheit,- Alternativen,,,,,,,,
45,Ökologisch,w,A2,B2_Kaufen,+ Funktionalität,+ Umwelt & Gesundheit,+ Ökonomie,+ Funktionalität,,,,,,
45,Ökologisch,w,P4,B2_Kaufen,+ Funktionalität,+ Sensorik,+ Funktionalität,,,,,,,
45,Ökologisch,w,A4,B2_Kaufen,? Unsicherheit,,,,,,,,,
46,Ökologisch,m,A4,B2_Kaufen,- Alternativen,- Ökonomie,- Sensorik,- Funktionalität,,,,,,
46,Ökologisch,m,P4,B2_Kaufen,+ Ökonomie,+ Ökonomie,,,,,,,,
46,Ökologisch,m,A1,B2_Kaufen,+ Funktionalität,+ Funktionalität,,,,,,,,
46,Ökologisch,m,P1,B2_Kaufen,- Alternativen,- Umwelt & Gesundheit,- Umwelt & Gesundheit,,,,,,,
46,Ökologisch,m,A7,B2_Kaufen,- Alternativen,? Unsicherheit,,,,,,,,
46,Ökologisch,m,P7,B2_Kaufen,- Alternativen,? Unsicherheit,,,,,,,,
46,Ökologisch,m,A6,B2_Kaufen,- Kein Bedarf,,,,,,,,,
46,Ökologisch,m,P6,B2_Kaufen,- Kein Bedarf,- Umwelt & Gesundheit,,,,,,,,
46,Ökologisch,m,A2,B2_Kaufen,+ Funktionalität,+ Funktionalität,+ Funktionalität,,,,,,,
46,Ökologisch,m,P2,B2_Kaufen,- Alternativen,+ Umwelt & Gesundheit,,,,,,,,
46,Ökologisch,m,A3,B2_Kaufen,+ Funktionalität,,,,,,,,,
46,Ökologisch,m,P3,B2_Kaufen,+ Funktionalität,+ Ökonomie,+ Funktionalität,,,,,,,
46,Ökologisch,m,A5,B2_Kaufen,? Unsicherheit,- Funktionalität,,,,,,,,
46,Ökologisch,m,P5,B2_Kaufen,+ Funktionalität,,,,,,,,,
47,Ökologisch,w,P7,B2_Kaufen,+ Sensorik,+ Sensorik,+ Sensorik,,,,,,,
47,Ökologisch,w,A7,B2_Kaufen,- Sensorik,- Sensorik,- Funktionalität,,,,,,,
47,Ökologisch,w,P4,B2_Kaufen,+ Funktionalität,+ Funktionalität,,,,,,,,
47,Ökologisch,w,A4,B2_Kaufen,+ Interesse,+ Umwelt & Gesundheit,+ Funktionalität,+ Funktionalität,,,,,,
47,Ökologisch,w,P1,B2_Kaufen,- Kein Bedarf,,,,,,,,,
47,Ökologisch,w,A1,B2_Kaufen,+ Funktionalität,+ Umwelt & Gesundheit,+ Funktionalität,+ Umwelt & Gesundheit,+ Funktionalität,,,,,
47,Ökologisch,w,P2,B2_Kaufen,- Alternativen,- Kein Bedarf,- Umwelt & Gesundheit,- Kein Bedarf,- Alternativen,,,,,
47,Ökologisch,w,A2,B2_Kaufen,+ Umwelt & Gesundheit,+ Ökonomie,+ Umwelt & Gesundheit,,,,,,,
47,Ökologisch,w,P6,B2_Kaufen,- Umwelt & Gesundheit,- Umwelt & Gesundheit,,,,,,,,
47,Ökologisch,w,A6,B2_Kaufen,+ Umwelt & Gesundheit,+ Sensorik,+ Sensorik,- Kein Bedarf,,,,,,
47,Ökologisch,w,P3,B2_Kaufen,- Umwelt & Gesundheit,- Sensorik,- Umwelt & Gesundheit,,,,,,,
47,Ökologisch,w,A3,B2_Kaufen,+ Sensorik,+ Funktionalität,+ Umwelt & Gesundheit,+ Ökonomie,,,,,,
47,Ökologisch,w,P5,B2_Kaufen,+ Sensorik,+ Sensorik,,,,,,,,
47,Ökologisch,w,A5,B2_Kaufen,+ Sensorik,+ Umwelt & Gesundheit,+ Funktionalität,+ Funktionalität,,,,,,
48,Ökologisch,w,A2,B2_Kaufen,- Funktionalität,+ Funktionalität,- Kein Bedarf,,,,,,,
48,Ökologisch,w,P2,B2_Kaufen,+ Funktionalität,- Kein Bedarf,,,,,,,,
48,Ökologisch,w,A1,B2_Kaufen,- Kein Bedarf,,,,,,,,,
48,Ökologisch,w,P1,B2_Kaufen,+ Ökonomie,+ Umwelt & Gesundheit,,,,,,,,
48,Ökologisch,w,A3,B2_Kaufen,+ Ökonomie,+ Funktionalität,+ Sensorik,+ Sensorik,+ Funktionalität,+ Funktionalität,,,,
48,Ökologisch,w,P3,B2_Kaufen,- Kein Bedarf,- Sensorik,- Sensorik,- Sensorik,,,,,,
48,Ökologisch,w,A7,B2_Kaufen,- Sensorik,,,,,,,,,
48,Ökologisch,w,P7,B2_Kaufen,+ Sensorik,+ Funktionalität,+ Sensorik,+ Ökonomie,,,,,,
48,Ökologisch,w,A5,B2_Kaufen,- Funktionalität,,,,,,,,,
48,Ökologisch,w,P5,B2_Kaufen,+ Umwelt & Gesundheit,+ Funktionalität,,,,,,,,
48,Ökologisch,w,A6,B2_Kaufen,- Kein Bedarf,,,,,,,,,
48,Ökologisch,w,P6,B2_Kaufen,- Kein Bedarf,,,,,,,,,
48,Ökologisch,w,A4,B2_Kaufen,? Unsicherheit,- Sensorik,,,,,,,,
48,Ökologisch,w,P4,B2_Kaufen,+ Funktionalität,+ Funktionalität,+ Funktionalität,+ Sensorik,+ Funktionalität,,,,,
1,Ökonomisch,w,P6,B2_Ästh_Begr.,- Design,- Design,- Funktion schlecht oder unklar,,,,,,,
1,Ökonomisch,w,A6_G,B2_Ästh_Begr.,- Design,Funktion im Vordergrund,,,,,,,,
1,Ökonomisch,w,A6_E,B2_Ästh_Begr.,- Material,- Negative Emotionen,,,,,,,,
1,Ökonomisch,w,P5,B2_Ästh_Begr.,+ Positive Emotionen,,,,,,,,,
1,Ökonomisch,w,A5,B2_Ästh_Begr.,+ Sensorik,- Funktion schlecht oder unklar,,,,,,,,
1,Ökonomisch,w,P7,B2_Ästh_Begr.,+ Sensorik,+ Sensorik,,,,,,,,
1,Ökonomisch,w,A7,B2_Ästh_Begr.,+ Design,+ Sensorik,,,,,,,,
1,Ökonomisch,w,P4,B2_Ästh_Begr.,- Funktion schlecht oder unklar,,,,,,,,,
1,Ökonomisch,w,A4,B2_Ästh_Begr.,+ Sensorik,+ Design,+ Design,,,,,,,
1,Ökonomisch,w,P3,B2_Ästh_Begr.,,,,,,,,,,
1,Ökonomisch,w,A3_G,B2_Ästh_Begr.,+ Sensorik,,,,,,,,,
1,Ökonomisch,w,A3_E,B2_Ästh_Begr.,+ Design,,,,,,,,,
1,Ökonomisch,w,P2,B2_Ästh_Begr.,,,,,,,,,,
1,Ökonomisch,w,A2,B2_Ästh_Begr.,+ Material,,,,,,,,,
1,Ökonomisch,w,P1,B2_Ästh_Begr.,Neutral,+ Design,,,,,,,,
1,Ökonomisch,w,A1,B2_Ästh_Begr.,+ Design,+ Sensorik,,,,,,,,
2,Ökologisch,w,A3,B2_Ästh_Begr.,+ Positive Emotionen,+ Design,+ Design,,,,,,,
2,Ökologisch,w,P3,B2_Ästh_Begr.,+ Positive Emotionen,+ Sensorik,- Material,- Design,,,,,,
2,Ökologisch,w,A2,B2_Ästh_Begr.,+ Sensorik,+ Positive Emotionen,- Negative Emotionen,,,,,,,
2,Ökologisch,w,P2,B2_Ästh_Begr.,- Design,- Negative Emotionen,- Design,,,,,,,
2,Ökologisch,w,A7,B2_Ästh_Begr.,+ Design,+ Positive Emotionen,- Negative Emotionen,,,,,,,
2,Ökologisch,w,P7,B2_Ästh_Begr.,+ Design,- Design,+ Sensorik,,,,,,,
2,Ökologisch,w,A4,B2_Ästh_Begr.,+ Design,+ Design,+ Design,+ Material,+ Design,+ Design,,,,
2,Ökologisch,w,P4,B2_Ästh_Begr.,+ Design,+ Design,+ Design,+ Positive Emotionen,,,,,,
2,Ökologisch,w,A6_G,B2_Ästh_Begr.,+ Design,Funktion im Vordergrund,+ Design,,,,,,,
2,Ökologisch,w,A6_E,B2_Ästh_Begr.,- Material,- Design,,,,,,,,
2,Ökologisch,w,P6,B2_Ästh_Begr.,- Design,- Design,- Design,- Design,,,,,,
2,Ökologisch,w,A1,B2_Ästh_Begr.,+ Design,+ Design,+ Design,+ Design,+ Design,,,,,
2,Ökologisch,w,P1,B2_Ästh_Begr.,+ Positive Emotionen,+ Positive Emotionen,+ Design,+ Design,- Negative Emotionen,+ Design,+ Design,,,
2,Ökologisch,w,A5,B2_Ästh_Begr.,+ Material,+ Sensorik,- Design,- Design,,,,,,
2,Ökologisch,w,P5,B2_Ästh_Begr.,+ Design,+ Design,- Material,,,,,,,
3,Ökologisch,w,P2,B2_Ästh_Begr.,- Negative Emotionen,,,,,,,,,
3,Ökologisch,w,A2,B2_Ästh_Begr.,+ Material,,,,,,,,,
3,Ökologisch,w,P1,B2_Ästh_Begr.,- Funktion schlecht oder unklar,- Design,,,,,,,,
3,Ökologisch,w,A1,B2_Ästh_Begr.,+ Design,+ Design,,,,,,,,
3,Ökologisch,w,P6,B2_Ästh_Begr.,- Design,- Material,,,,,,,,
3,Ökologisch,w,A6,B2_Ästh_Begr.,- Design,,,,,,,,,
3,Ökologisch,w,P5,B2_Ästh_Begr.,+ Sensorik,- Material,,,,,,,,
3,Ökologisch,w,A5,B2_Ästh_Begr.,+ Sensorik,,,,,,,,,
3,Ökologisch,w,P4,B2_Ästh_Begr.,- Design,,,,,,,,,
3,Ökologisch,w,A4,B2_Ästh_Begr.,+ Sensorik,,,,,,,,,
3,Ökologisch,w,P3,B2_Ästh_Begr.,+ Sensorik,- Design,- Design,,,,,,,
3,Ökologisch,w,A3,B2_Ästh_Begr.,+ Positive Emotionen,,,,,,,,,
3,Ökologisch,w,P7,B2_Ästh_Begr.,- Material,,,,,,,,,
3,Ökologisch,w,A7,B2_Ästh_Begr.,+ Material,,,,,,,,,
4,Ökonomisch,w,A2,B2_Ästh_Begr.,+ Design,+ Material,+ Design,+ Sensorik,,,,,,
4,Ökonomisch,w,P2,B2_Ästh_Begr.,- Design,- Design,- Sensorik,- Negative Emotionen,,,,,,
4,Ökonomisch,w,A6_E,B2_Ästh_Begr.,- Negative Emotionen,- Funktion schlecht oder unklar,,,,,,,,
4,Ökonomisch,w,A6_G,B2_Ästh_Begr.,- Design,- Negative Emotionen,- Design,,,,,,,
4,Ökonomisch,w,P6,B2_Ästh_Begr.,- Negative Emotionen,- Design,,,,,,,,
4,Ökonomisch,w,A7,B2_Ästh_Begr.,+ Sensorik,+ Sensorik,+ Design,+ Design,+ Design,+ Design,+ Design,,,
4,Ökonomisch,w,P7,B2_Ästh_Begr.,+ Sensorik,+ Sensorik,+ Design,+ Design,+ Design,- Sensorik,- Design,- Sensorik,- Design,- Material
4,Ökonomisch,w,A4,B2_Ästh_Begr.,- Design,+ Sensorik,+ Design,,,,,,,
4,Ökonomisch,w,P4,B2_Ästh_Begr.,- Material,+ Design,- Negative Emotionen,,,,,,,
4,Ökonomisch,w,A5,B2_Ästh_Begr.,+ Positive Emotionen,+ Sensorik,+ Sensorik,+ Design,- Design,- Funktion schlecht oder unklar,,,,
